threshold,f1,precision,recall,mcc,surface
0.69,0.7548543689320388,0.9201183431952663,0.6399176954732511,0.6936306101576064,out_of_fold_train
0.695,0.7551766138855055,0.9253731343283582,0.6378600823045267,0.6956063888610683,out_of_fold_train
0.7,0.7551766138855055,0.9253731343283582,0.6378600823045267,0.6956063888610683,out_of_fold_train
0.705,0.7490820073439413,0.9244712990936556,0.6296296296296297,0.6893488989111678,out_of_fold_train
0.71,0.7398273736128237,0.9230769230769231,0.6172839506172839,0.6799325001801667,out_of_fold_train
0.715,0.7376237623762375,0.9254658385093167,0.6131687242798354,0.6785997462491091,out_of_fold_train
0.72,0.7369727047146403,0.928125,0.6111111111111112,0.6788514695968391,out_of_fold_train
0.725,0.736318407960199,0.9308176100628931,0.6090534979423868,0.6791147586501296,out_of_fold_train
0.73,0.7331670822942643,0.930379746835443,0.6049382716049383,0.6759760196333393,out_of_fold_train
0.735,0.7302383939774153,0.9356913183279743,0.5987654320987654,0.6749781903399965,out_of_fold_train
0.74,0.7189873417721517,0.9342105263157895,0.5843621399176955,0.6639745661637376,out_of_fold_train
0.7449999999999999,0.7141041931385006,0.9335548172757475,0.5781893004115226,0.6592405348037249,out_of_fold_train
0.7499999999999999,0.7093469910371318,0.9389830508474576,0.5699588477366255,0.6567469898128153,out_of_fold_train
0.7549999999999999,0.7043701799485862,0.9383561643835616,0.5637860082304527,0.6520052500193032,out_of_fold_train
0.7599999999999999,0.7036082474226804,0.9413793103448276,0.5617283950617284,0.6523653355815766,out_of_fold_train
0.7649999999999999,0.6985769728331177,0.9407665505226481,0.5555555555555556,0.6476174674165883,out_of_fold_train
0.7699999999999999,0.695201037613489,0.9403508771929825,0.551440329218107,0.6444452676876044,out_of_fold_train
0.7749999999999999,0.6919060052219321,0.9464285714285714,0.5452674897119342,0.643643106584491,out_of_fold_train
0.7799999999999999,0.6884816753926702,0.9460431654676259,0.5411522633744856,0.6404706368398424,out_of_fold_train
0.7849999999999999,0.6842105263157895,0.948905109489051,0.5349794238683128,0.6377154122773779,out_of_fold_train
0.7899999999999999,0.6754966887417218,0.9479553903345725,0.5246913580246914,0.6297536876711783,out_of_fold_train
0.7949999999999999,0.6719787516600265,0.947565543071161,0.5205761316872428,0.6265579802979772,out_of_fold_train
0.7999999999999999,0.6666666666666666,0.946969696969697,0.51440329218107,0.6217521877365423,out_of_fold_train
0.8049999999999999,0.6613119143239625,0.946360153256705,0.5082304526748971,0.6169312945675762,out_of_fold_train
0.8099999999999999,0.6577181208053692,0.9459459459459459,0.5041152263374485,0.6137087359123126,out_of_fold_train
0.815,0.6522911051212938,0.9453125,0.49794238683127573,0.6088615822591363,out_of_fold_train
0.82,0.6431478968792402,0.9442231075697212,0.4876543209876543,0.6007462073057136,out_of_fold_train
0.825,0.6394557823129251,0.9437751004016064,0.4835390946502058,0.5974867215721011,out_of_fold_train
0.83,0.6376021798365122,0.9435483870967742,0.48148148148148145,0.595854039782184,out_of_fold_train
0.835,0.6282578875171468,0.9423868312757202,0.4711934156378601,0.58766040082593,out_of_fold_train
0.84,0.6272352132049518,0.946058091286307,0.4691358024691358,0.5881680622725615,out_of_fold_train
0.845,0.6177285318559557,0.9449152542372882,0.4588477366255144,0.5799333017596782,out_of_fold_train
0.8499999999999999,0.6177285318559557,0.9449152542372882,0.4588477366255144,0.5799333017596782,out_of_fold_train
0.8549999999999999,0.6080892608089261,0.9437229437229437,0.448559670781893,0.5716433189882174,out_of_fold_train
0.8599999999999999,0.6050420168067226,0.9473684210526315,0.4444444444444444,0.5705294748859084,out_of_fold_train
0.8649999999999999,0.6030855539971949,0.947136563876652,0.44238683127572015,0.5688645880552385,out_of_fold_train
0.8699999999999999,0.5971830985915493,0.9464285714285714,0.43621399176954734,0.5638555564164488,out_of_fold_train
0.8749999999999999,0.5952045133991537,0.9461883408071748,0.43415637860082307,0.5621810027262995,out_of_fold_train
0.8799999999999999,0.5872340425531916,0.9452054794520548,0.42592592592592593,0.5554576981231876,out_of_fold_train
0.8849999999999999,0.5726618705035972,0.9521531100478469,0.4094650205761317,0.5465298915168345,out_of_fold_train
0.8899999999999999,0.5664739884393064,0.9514563106796117,0.40329218106995884,0.541426619637676,out_of_fold_train
0.8949999999999999,0.5526315789473685,0.9545454545454546,0.3888888888888889,0.5318171666134353,out_of_fold_train
0.8999999999999999,0.5333333333333333,0.9523809523809523,0.37037037037037035,0.5162075081426083,out_of_fold_train
0.9049999999999999,0.5297619047619048,0.956989247311828,0.3662551440329218,0.5151850948828814,out_of_fold_train
0.9099999999999999,0.5187406296851574,0.9558011049723757,0.3559670781893004,0.5063944969665993,out_of_fold_train
0.9149999999999999,0.5083207261724659,0.96,0.345679012345679,0.5000807775883332,out_of_fold_train
0.9199999999999999,0.4992389649923896,0.9590643274853801,0.3374485596707819,0.49293636327662343,out_of_fold_train
0.9249999999999999,0.48773006134969327,0.9578313253012049,0.3271604938271605,0.4839165449075458,out_of_fold_train
0.9299999999999999,0.478395061728395,0.9567901234567902,0.31893004115226337,0.47662539966186734,out_of_fold_train
0.9349999999999999,0.4665629860031104,0.9554140127388535,0.30864197530864196,0.4674117778973955,out_of_fold_train
0.94,0.46417445482866043,0.9551282051282052,0.3065843621399177,0.4655551962060706,out_of_fold_train
0.945,0.45110410094637216,0.9662162162162162,0.294238683127572,0.45990754833042796,out_of_fold_train
0.95,0.4288,0.9640287769784173,0.2757201646090535,0.4428624751135595,out_of_fold_train
